0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,2,2,1,0,0,0,7,11,11.00,36.67,0,0
Bellerive Oval,3,2,0,0,0,1,2,2,1.00,16.67,1,0
Brisbane Cricket Ground,4,2,1,0,0,1,9*,9,9.00,69.23,1,0
Cazaly's Stadium,2,0,0,0,0,0,0,0,,,1,0
Etihad Stadium,2,1,0,0,0,0,7,7,7.00,43.75,0,0
Marrara Cricket Ground,1,0,0,0,0,0,0,0,,,0,0
Melbourne Cricket Ground,9,7,4,0,0,1,23*,81,27.00,97.59,2,0
Sydney Cricket Ground,6,4,2,0,0,0,28,44,22.00,86.27,3,0
WACA Ground,5,1,1,0,0,0,27*,27,,71.05,4,0
,,,,,,,,,,,,
