0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,10.0,1,52,1,0,1/52,52.00,60.00,5.20
Arbab Niaz Stadium,9.2,0,41,0,0,0/41,,,4.39
Bellerive Oval,7.0,2,26,0,0,0/26,,,3.71
Brisbane Cricket Ground,19.1,0,85,6,1,4/48,14.17,19.17,4.43
Dr YS Rajasekhara Reddy Cricket Stadium,6.0,0,33,0,0,0/33,,,5.50
Gaddafi Stadium,19.5,0,126,5,0,3/62,25.20,23.80,6.35
Green Park,6.0,0,51,0,0,0/51,,,8.50
Kennington Oval,8.0,0,77,0,0,0/77,,,9.63
Melbourne Cricket Ground,19.0,1,104,4,0,3/52,26.00,28.50,5.47
National Stadium (Karachi),10.0,1,56,1,0,1/56,56.00,60.00,5.60
Nehru Stadium (Kochi),6.0,0,32,2,0,2/32,16.00,18.00,5.33
R Premadasa Stadium,12.0,0,93,0,0,0/32,,,7.75
Rangiri Dambulla International Stadium,27.0,3,136,4,0,2/28,34.00,40.50,5.04
Rawalpindi Cricket Stadium,6.0,0,47,0,0,0/47,,,7.83
Reliance Stadium,4.0,0,44,0,0,0/44,,,11.00
Sardar Patel Stadium,7.0,0,51,1,0,1/51,51.00,42.00,7.29
Sinhalese Sports Club Ground,7.0,0,32,0,0,0/32,,,4.57
Sydney Cricket Ground,14.5,0,105,0,0,0/40,,,7.08
Trent Bridge,10.0,1,37,2,0,2/37,18.50,30.00,3.70
VRA Ground,13.0,1,47,6,0,3/20,7.83,13.00,3.62
WACA Ground,20.0,2,69,2,0,1/32,34.50,60.00,3.45
Overall (21),241.1,12,1344,34,1,4/48,39.53,42.56,5.57
