0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,183.3,8,797,23,0,3/34,34.65,47.87,4.34
Second,134.3,5,612,22,0,3/39,27.82,36.68,4.55
Overall,318.0,13,1409,45,0,3/34,31.31,42.40,4.43
