0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Afghanistan,10.0,0,48,1,0,1/48,48.00,60.00,4.80
Bangladesh,2.0,0,24,0,0,0/24,,,12.00
Hong Kong,4.0,0,21,0,0,0/21,,,5.25
India,2.0,0,12,0,0,0/12,,,6.00
Ireland,23.0,2,107,3,0,3/60,35.67,46.00,4.65
Pakistan,9.0,0,76,0,0,0/76,,,8.44
Papua New Guinea,5.0,1,20,0,0,0/20,,,4.00
Scotland,21.0,1,135,1,0,1/53,135.00,126.00,6.43
South Africa,10.0,0,87,1,0,1/87,87.00,60.00,8.70
West Indies,8.0,0,29,2,0,2/29,14.50,24.00,3.63
Zimbabwe,9.0,0,49,1,0,1/49,49.00,54.00,5.44
Overall (11),103.0,4,608,9,0,3/60,67.56,68.67,5.90
