0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
ACC Asian XI,6,6,0,0,1,1,67,121,20.17,75.63,3,0
Australia,16,16,1,1,2,1,101,451,30.07,62.12,4,0
Bangladesh,5,3,1,0,1,0,66*,123,61.50,77.85,3,0
Canada,1,1,0,0,1,0,80,80,80.00,67.80,0,0
England,1,1,1,0,1,0,65*,65,,75.58,1,0
India,7,6,0,0,1,1,81,136,22.67,62.10,1,0
Kenya,4,3,1,0,1,0,74*,131,65.50,63.90,0,0
New Zealand,17,13,2,0,2,1,79*,342,31.09,60.11,6,0
Pakistan,12,12,2,1,4,0,110*,540,54.00,65.93,3,0
Sri Lanka,17,17,1,1,5,0,125*,673,42.06,70.62,7,0
West Indies,17,14,4,1,6,0,123,643,64.30,75.12,7,0
Zimbabwe,4,3,1,0,1,0,85*,116,58.00,65.17,1,0
Overall (12),107,95,14,4,26,4,125*,3421,42.23,67.78,36,0
