0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,1,1,1,1,0,0,125*,125,,86.21,0,0
AMI Stadium,1,1,0,0,0,0,36,36,36.00,62.07,0,0
Antigua Recreation Ground,1,0,0,0,0,0,0,0,,,0,0
Bangabandhu National Stadium,5,4,1,0,1,0,66*,115,38.33,73.25,0,0
Bellerive Oval,2,2,0,0,0,0,37,46,23.00,60.53,3,0
Boland Park,2,2,1,0,1,0,65,112,112.00,63.28,0,0
Brabourne Stadium,1,1,0,0,0,1,0,0,0.00,,1,0
Brisbane Cricket Ground,3,3,0,0,1,0,74,91,30.33,64.54,0,0
Buffalo Park,4,4,0,0,2,0,81,217,54.25,66.77,0,0
Carisbrook,1,1,0,0,0,0,18,18,18.00,40.91,0,0
Diamond Oval,2,1,1,0,1,0,74*,74,,62.71,0,0
Eden Park,2,2,1,0,0,0,44*,52,52.00,78.79,0,0
Etihad Stadium,3,3,0,0,0,0,41,71,23.67,47.97,0,0
Gaddafi Stadium,2,2,1,1,1,0,110*,168,168.00,81.16,1,0
Gymkhana Club Ground,4,4,1,0,1,0,65*,113,37.67,55.39,1,0
Harare Sports Club,1,1,0,0,0,0,22,22,22.00,61.11,1,0
Iqbal Stadium,1,1,0,0,0,0,3,3,3.00,37.50,1,0
Kallang Ground,2,1,0,0,0,0,17,17,17.00,100.00,0,0
Kensington Oval,2,2,1,1,0,0,123,165,165.00,93.75,0,0
Kingsmead,5,4,0,1,0,0,101,139,34.75,65.88,2,0
M Chinnaswamy Stadium,1,1,0,0,0,0,10,10,10.00,76.92,0,0
MA Chidambaram Stadium,2,2,0,0,1,1,67,67,33.50,91.78,2,0
Mangaung Oval,5,4,1,0,1,0,85*,159,53.00,65.43,5,0
Melbourne Cricket Ground,1,1,1,0,1,0,79*,79,,73.83,0,0
National Cricket Stadium (Grenada),2,1,1,0,1,0,62*,62,,56.88,1,0
National Cricket Stadium (Tangier),4,4,0,0,2,0,55,138,34.50,60.26,4,0
Newlands,6,6,1,0,2,0,93,230,46.00,80.42,2,0
Punjab Cricket Association IS Bindra Stadium,1,1,0,0,0,0,13,13,13.00,37.14,0,0
Queen's Park Oval,3,3,1,0,1,0,61*,85,42.50,79.44,1,0
R Premadasa Stadium,2,2,0,0,0,1,31,31,15.50,100.00,1,0
Rawalpindi Cricket Stadium,2,2,0,0,1,0,74,85,42.50,52.15,0,0
Sabina Park,2,2,1,0,2,0,60*,116,116.00,79.45,1,0
Sardar Patel Stadium,1,1,0,0,0,0,3,3,3.00,15.79,0,0
Senwes Park,4,3,0,0,1,0,57,105,35.00,63.64,0,0
Sinhalese Sports Club Ground,1,1,0,0,1,0,53,53,53.00,63.10,1,0
St George's Park,3,3,0,0,1,0,83,118,39.33,64.84,1,0
SuperSport Park,6,5,0,0,1,0,89,164,32.80,70.09,3,0
Sydney Cricket Ground,3,3,0,0,0,1,29,56,18.67,52.83,1,0
The Rose Bowl,1,0,0,0,0,0,0,0,,,0,0
WACA Ground,2,2,0,0,1,0,87,120,60.00,84.51,0,0
Wanderers Stadium,6,5,0,0,1,0,51,121,24.20,59.61,3,0
Westpac Stadium,1,1,0,0,0,0,8,8,8.00,50.00,0,0
Willowmoore Park,3,2,0,0,0,0,9,14,7.00,37.84,0,0
Overall (43),107,95,14,4,26,4,125*,3421,42.23,67.78,36,0
