0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,2,2,0,0,0,2,0,0,0.00,,2,0
Bellerive Oval,1,1,0,0,0,0,12,12,12.00,41.38,0,0
Brisbane Cricket Ground,1,1,0,0,0,0,24,24,24.00,200.00,0,0
Melbourne Cricket Ground,2,2,0,0,0,0,43,44,22.00,77.19,1,0
Sydney Cricket Ground,3,3,0,0,0,2,16,16,5.33,84.21,0,0
WACA Ground,1,1,0,0,0,0,19,19,19.00,86.36,0,0
,,,,,,,,,,,,
