0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Brisbane Cricket Ground,9.2,1,65,2,0,2/65,32.50,28.00,6.96
Dubai International Cricket Stadium,18.0,1,68,1,0,1/30,68.00,108.00,3.78
Grange Cricket Club,17.0,0,100,2,0,2/42,50.00,51.00,5.88
Harare Sports Club,39.5,2,190,11,1,5/28,17.27,21.73,4.77
ICC Global Cricket Academy,120.3,6,596,19,0,3/31,31.37,38.05,4.95
Kinrara Academy Oval,24.2,1,136,5,0,3/48,27.20,29.20,5.59
McLean Park,16.0,0,84,1,0,1/50,84.00,96.00,5.25
Old Hararians Sports Club,26.0,0,174,5,0,3/84,34.80,31.20,6.69
Queens Sports Club,8.0,0,68,0,0,0/68,,,8.50
Saxton Oval,10.0,1,60,1,0,1/60,60.00,60.00,6.00
Sheikh Zayed Stadium,19.0,0,118,2,0,1/41,59.00,57.00,6.21
WACA Ground,5.0,0,35,1,0,1/35,35.00,30.00,7.00
Westpac Stadium,10.0,0,63,3,0,3/63,21.00,20.00,6.30
Overall (13),323.0,12,1757,53,1,5/28,33.15,36.57,5.44
