0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,10.0,0,74,0,0,0/24,,,7.40
Second,6.0,0,23,1,0,1/23,23.00,36.00,3.83
Overall,16.0,0,97,1,0,1/23,97.00,96.00,6.06
