0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,3.0,0,17,0,0,,,,5.67
Second,3.0,0,16,0,0,,,,5.33
Overall,6.0,0,33,0,0,0/0,,,5.50
