0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
AMI Stadium,14.0,1,47,1,0,1/30,47.00,84.00,3.36
Arun Jaitley Stadium,9.0,0,36,1,0,1/36,36.00,54.00,4.00
Darren Sammy National Cricket Stadium,4.0,0,26,0,0,0/26,,,6.50
Eden Park,15.2,1,48,2,0,1/19,24.00,46.00,3.13
Edgbaston,11.0,0,45,0,0,0/45,,,4.09
National Stadium (Karachi),10.0,1,33,2,0,2/33,16.50,30.00,3.30
Nehru Stadium (Guwahati),5.0,0,34,0,0,0/34,,,6.80
Nehru Stadium (Margao),10.0,2,22,5,1,5/22,4.40,12.00,2.20
Reliance Stadium,10.0,0,56,2,0,2/56,28.00,30.00,5.60
Sharjah Cricket Stadium,7.0,0,26,0,0,0/26,,,3.71
Overall (10),95.2,5,373,13,1,5/22,28.69,44.00,3.91
