0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,9.0,0,67,1,0,1/67,67.00,54.00,7.44
Bellerive Oval,10.0,0,56,1,0,1/56,56.00,60.00,5.60
Diamond Oval,8.1,1,19,3,0,3/19,6.33,16.33,2.33
Edgbaston,10.0,1,47,1,0,1/47,47.00,60.00,4.70
Kennington Oval,14.0,0,100,3,0,3/66,33.33,28.00,7.14
Kingsmead,5.0,1,25,1,0,1/25,25.00,30.00,5.00
Lord's,9.0,0,64,3,0,3/64,21.33,18.00,7.11
Mangaung Oval,7.0,1,26,1,0,1/26,26.00,42.00,3.71
Newlands,11.0,1,63,1,0,1/16,63.00,66.00,5.73
Optus Stadium,8.1,3,26,2,0,2/26,13.00,24.50,3.18
Pallekele International Cricket Stadium,16.2,0,122,6,1,4/57,20.33,16.33,7.47
Rangiri Dambulla International Stadium,16.0,2,79,4,0,3/50,19.75,24.00,4.94
St George's Park,14.0,2,73,5,1,4/51,14.60,16.80,5.21
SuperSport Park,13.2,1,68,4,0,2/14,17.00,20.00,5.10
Wanderers Stadium,20.0,0,112,5,0,3/60,22.40,24.00,5.60
Overall (15),171.0,13,947,41,2,4/51,23.10,25.02,5.54
