0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,117.2,9,668,29,1,4/51,23.03,24.28,5.69
Second,53.4,4,279,12,1,4/57,23.25,26.83,5.20
Overall,171.0,13,947,41,2,4/51,23.10,25.02,5.54
