0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Australia,48.0,2,190,6,0,2/19,31.67,48.00,3.96
Bangladesh,6.0,1,8,1,0,1/8,8.00,36.00,1.33
East Africa,10.0,0,39,2,0,2/39,19.50,30.00,3.90
England,25.0,3,96,3,0,2/27,32.00,50.00,3.84
New Zealand,64.0,3,308,7,0,1/14,44.00,58.86,4.49
Pakistan,99.0,2,447,6,0,2/35,74.50,99.00,4.52
Sri Lanka,69.0,3,329,8,0,3/40,41.13,51.75,4.77
West Indies,117.2,2,517,12,0,3/12,43.08,58.67,4.41
Zimbabwe,12.0,1,37,1,0,1/37,37.00,72.00,3.08
Overall (9),450.2,17,1971,46,0,3/12,42.85,59.35,4.33
