0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,5,4,0,0,1,0,51,102,25.50,70.83,7,1
AMI Stadium,3,3,0,0,1,0,81,134,44.67,73.63,1,1
Arbab Niaz Stadium,2,2,0,0,0,0,23,28,14.00,43.08,0,0
Arnos Vale Ground,3,3,0,0,0,0,33,47,15.67,55.29,2,0
Arun Jaitley Stadium,1,1,0,0,0,0,4,4,4.00,21.05,1,0
Barabati Stadium,1,1,0,0,0,0,31,31,31.00,53.45,0,0
Basin Reserve,3,3,0,0,0,0,41,64,21.33,69.57,1,0
Bellerive Oval,1,1,0,0,0,0,16,16,16.00,133.33,1,0
Bourda,2,2,0,0,0,1,13,13,6.50,30.95,0,0
Brisbane Cricket Ground,5,5,1,0,1,1,64,158,39.50,89.77,5,0
Buffalo Park,1,0,0,0,0,0,0,0,,,1,1
Captain Roop Singh Stadium,3,3,0,0,0,0,33,64,21.33,54.70,2,0
Carisbrook,1,1,0,0,0,1,0,0,0.00,,1,0
County Ground (Bristol),1,1,0,0,0,0,25,25,25.00,56.82,0,0
Eastern Oval,1,1,0,0,1,0,59,59,59.00,163.89,1,0
Eden Park,4,3,0,0,0,0,42,75,25.00,68.81,5,0
Edgbaston,8,8,0,1,0,1,101,242,30.25,70.14,12,0
Gaddafi Stadium,1,1,0,0,0,0,22,22,22.00,64.71,0,0
Green Park,1,1,0,0,1,0,61,61,61.00,76.25,0,0
Gymkhana Club Ground,2,2,1,0,1,0,87*,105,105.00,66.04,0,0
Harare Sports Club,2,2,0,0,0,0,41,70,35.00,81.40,5,0
Headingley,6,6,3,0,0,0,47*,169,56.33,73.80,12,0
Iqbal Stadium,1,1,0,0,0,0,17,17,17.00,44.74,0,0
Kennington Oval,10,10,0,1,0,2,103,251,25.10,62.13,5,1
Kensington Oval,3,3,0,0,1,0,74,88,29.33,60.69,2,1
Kingsmead,2,2,0,0,0,1,31,31,15.50,68.89,0,0
Lal Bahadur Shastri Stadium,1,1,1,0,0,0,4*,4,,50.00,0,0
Lavington Sports Oval,1,1,0,0,0,0,29,29,29.00,30.21,0,1
Lord's,13,12,1,0,6,1,97,509,46.27,67.96,19,2
M Chinnaswamy Stadium,1,1,0,0,0,0,14,14,14.00,43.75,1,0
Mangaung Oval,1,1,1,0,0,0,13*,13,,81.25,1,0
McLean Park,1,1,0,0,0,0,17,17,17.00,62.96,3,1
Melbourne Cricket Ground,9,9,1,0,3,0,77,262,32.75,78.92,6,0
National Stadium (Karachi),1,1,0,0,0,1,0,0,0.00,,3,0
Newlands,2,2,0,0,0,0,30,53,26.50,71.62,7,0
Old Trafford,9,9,1,0,2,1,52,217,27.13,73.81,11,2
Queen's Park Oval,5,3,0,0,1,0,53,67,22.33,94.37,7,0
Queens Sports Club,1,1,0,0,0,0,26,26,26.00,78.79,3,0
R Premadasa Stadium,4,4,1,0,1,0,55,118,39.33,67.05,2,0
Rangiri Dambulla International Stadium,1,1,0,0,0,0,21,21,21.00,77.78,3,0
Rawalpindi Cricket Stadium,2,2,0,0,0,0,18,25,12.50,40.32,0,0
Riverside Ground,2,1,1,0,1,0,74*,74,,67.27,1,0
Sabina Park,2,2,0,0,1,1,66,66,33.00,74.16,0,1
Sardar Patel Stadium,1,1,0,0,0,0,34,34,34.00,47.89,0,0
Sawai Mansingh Stadium,1,1,0,0,1,0,91,91,91.00,72.22,0,0
Sector 16 Stadium,1,1,0,0,0,0,7,7,7.00,33.33,0,0
Sharjah Cricket Stadium,8,8,0,1,1,0,116,279,34.88,77.07,4,2
Sinhalese Sports Club Ground,1,1,0,0,0,0,14,14,14.00,77.78,0,0
St George's Park,2,2,0,0,1,0,60,106,53.00,62.72,2,0
St Lawrence Ground,1,1,0,0,0,0,23,23,23.00,88.46,1,0
SuperSport Park,1,1,0,0,1,0,64,64,64.00,82.05,0,0
Sydney Cricket Ground,12,11,0,0,0,0,48,261,23.73,67.44,12,0
Trent Bridge,6,6,1,1,2,0,100*,306,61.20,65.52,2,1
Tyronne Fernando Stadium,1,1,0,0,0,0,14,14,14.00,43.75,1,0
Vidarbha Cricket Association Ground,1,1,0,0,0,1,0,0,0.00,,0,0
WACA Ground,5,5,1,0,0,1,41,87,21.75,63.50,6,0
Overall (56),170,162,14,4,28,13,116,4677,31.60,68.37,159,15
