0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,1,1,0,0,0,0,35,35,35.00,47.30,3,0
Antigua Recreation Ground,1,1,0,0,0,0,8,8,8.00,66.67,0,0
Edgbaston,1,1,0,0,0,0,13,13,13.00,81.25,0,0
Lord's,1,1,0,0,0,0,25,25,25.00,40.98,0,0
Melbourne Cricket Ground,6,6,0,0,0,0,41,101,16.83,54.30,2,0
Mindoo Philip Park,1,1,0,0,0,0,21,21,21.00,36.84,1,0
Sydney Cricket Ground,5,5,1,0,1,0,74,140,35.00,59.32,0,0
Trent Bridge,1,1,0,0,0,0,13,13,13.00,52.00,0,0
WACA Ground,1,1,0,0,0,0,7,7,7.00,58.33,0,0
Overall (9),18,18,1,0,1,0,74,363,21.35,53.46,6,0
