0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,Progressive,Progressive,Progressive
,,,,,,,,,,,
,Date,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Aggr,Avg,S/R
1,08/11/2014,Hong Kong,Tony Ireland Stadium,c Waqas Barkat b Haseeb Amjad,10,16,62.50,,10,10.00,62.50
2,09/11/2014,Hong Kong,Tony Ireland Stadium,c Babar Hayat b Tanwir Afzal,6,7,85.71,,16,8.00,69.57
3,04/11/2016,Hong Kong,Mission Road,c †C Carter b Ehsan Khan,43,41,104.88,,59,19.67,92.19
4,06/11/2016,Hong Kong,Mission Road,st J J Atkinson b Anshuman Rath,70,87,80.46,,129,32.25,85.43
5,08/11/2016,Hong Kong,Mission Road,lbw b Ehsan Khan,1,5,20.00,,130,26.00,83.33
6,31/03/2017,United Arab Emirates,Sheikh Zayed Stadium,c Rameez Shahzad b Imran Haider,4,7,57.14,,134,22.33,82.21
7,02/04/2017,United Arab Emirates,Sheikh Zayed Stadium,lbw b Mohammed Qasim,23,38,60.53,,157,22.43,78.11
8,04/04/2017,United Arab Emirates,Sheikh Zayed Stadium,c †Ghulam Shabber b Mohammed Qasim,18,33,54.55,,175,21.88,74.79
9,05/10/2017,Scotland,Amini Park,c †M H Cross b S M Sharif,0,6,0.00,,175,19.44,72.92
10,08/10/2017,Scotland,Amini Park,c †M H Cross b A C Evans,49,73,67.12,,224,22.40,71.57
11,24/11/2017,Scotland,Dubai International Cricket Stadium,c †M H Cross b A C Evans,40,78,51.28,,264,24.00,67.52
12,25/11/2017,Scotland,Dubai International Cricket Stadium,lbw b M A Leask,10,23,43.48,,274,22.83,66.18
13,06/12/2017,Hong Kong,ICC Global Cricket Academy,lbw b Aizaz Khan,3,13,23.08,,277,21.31,64.87
14,08/12/2017,Hong Kong,ICC Global Cricket Academy,lbw b Ehsan Khan,8,11,72.73,,285,20.36,65.07
15,04/03/2018,United Arab Emirates,Harare Sports Club,b Mohammad Naveed,2,6,33.33,,287,19.13,64.64
16,06/03/2018,Ireland,Harare Sports Club,c †N J O'Brien b A R McBrine,8,26,30.77,,295,18.44,62.77
17,08/03/2018,West Indies,Old Hararians Sports Club,c †S D Hope b C R Brathwaite,57,89,64.04,,352,20.71,62.97
18,17/03/2018,Hong Kong,Old Hararians Sports Club,c †S S McKechnie b Nadeem Ahmed,21,37,56.76,,373,20.72,62.58
19,27/04/2019,United States,Affies Park,b Ali Khan,10,15,66.67,,383,20.16,62.68
20,14/08/2019,Oman,Mannofield Park,c Fayyaz Butt b Khawar Ali,24,40,60.00,,407,20.35,62.52
21,17/08/2019,Scotland,Mannofield Park,lbw b Hamza Tahir,36,57,63.16,,443,21.10,62.57
22,20/08/2019,Scotland,Mannofield Park,b C S MacLeod,48,90,53.33,,491,22.32,61.53
23,21/08/2019,Oman,Mannofield Park,c Zeeshan Maqsood b Jay Odedra,20,25,80.00,,511,22.22,62.09
24,13/09/2019,United States,Central Broward Regional Park,lbw b N K Patel,48,50,96.00,,559,23.29,64.03
25,19/09/2019,United States,Central Broward Regional Park,lbw b N K Patel,38,49,77.55,,597,23.88,64.75
26,22/09/2019,Namibia,Central Broward Regional Park,c M G Erasmus b Z Groenewald,38,46,82.61,,635,24.42,65.60
27,23/09/2019,Namibia,Central Broward Regional Park,run out,104,114,91.23,,739,27.37,68.30
No. of Innings Played = 27,No. of Innings Played = 27,No. of Innings Played = 27,No. of Innings Played = 27,No. of Innings Played = 27,No. of Innings Played = 27,No. of Innings Played = 27,No. of Innings Played = 27,No. of Innings Played = 27,No. of Innings Played = 27,,
