"Abbott, S A*"
"Hayden, M L"
"Hazlewood, J R*"
"Hazlitt, G R"
"Head, T M*"
"Healy, I A"
"Heazlett, S D*"
"Hendry, H S T"
"Henriques, M C*"
"Hibbert, P A"
"Higgs, J D"
"Hilditch, A M J"
"Hilfenhaus, B W"
"Hill, C"
"Hill, J C"
"Hoare, D E"
"Hodge, B J"
"Hodges, J H"
"Hogan, T G"
"Hogg, G B"
"Hogg, R M"
"Hohns, T V"
"Hole, G B"
"Holland, J M*"
"Holland, R G"
"Hookes, D W"
"Hopes, J R"
"Hopkins, A J Y"
"Horan, T P"
"Hordern, H V"
"Hornibrook, P M"
"Howell, W P"
"Hughes, K J"
"Hughes, M G"
"Hughes, P J"
"Hunt, W A"
"Hurst, A G"
"Hurwood, A"
"Hussey, D J"
"Hussey, M E K"
"Inverarity, R J"
"Iredale, F A"
"Ironmonger, H"
"Iverson, J B"
"Jackson, A A"
"Jaques, P A"
"Jarman, B N"
"Jarvis, A H"
"Jenner, T J"
"Jennings, C B"
"Johnson, I W"
"Johnson, L J"
"Johnson, M G"
"Johnston, W A"
"Jones, D M"
"Jones, E"
"Jones, S P"
"Joslin, L R"
"Julian, B P"
"Kasprowicz, M S"
"Katich, S M"
"Kelleway, C E"
"Kelly, J J"
"Kelly, T J D"
"Kendall, T"
"Kent, M F"
"Kerr, R B"
"Khawaja, U T*"
"Kippax, A F"
"Kline, L F"
"Klinger, M"
"Krejza, J J"
"Labuschagne, M*"
"Laird, B M"
"Langer, J L"
"Langley, G R A"
"Laughlin, B*"
"Laughlin, T J"
"Laver, F"
"Law, S G"
"Lawry, W M"
"Lawson, G F"
"Lee, B"
"Lee, P K"
"Lee, S"
"Lehmann, D S"
"Lewis, M L*"
"Lillee, D K"
"Lindwall, R R"
"Love, H S B"
"Love, M L"
"Loxton, S J E"
"Lynn, C A*"
"Lyon, N M*"
"Lyons, J J"
"Macartney, C G"
"MacGill, S C G"
"Mackay, K D"
"Maclean, J A"
"MacLeay, K H"
"Maddinson, N J*"
"Maddocks, L V"
"Maguire, J N"
"Maher, J P"
"Mailey, A A"
"Mallett, A A"
"Malone, M F"
"Mann, A L"
"Manou, G A"
"Marr, A P"
"Marsh, G R"
"Marsh, M R*"
"Marsh, R W"
"Marsh, S E*"
"Martin, J W"
"Martyn, D R"
"Massie, H H"
"Massie, R A L"
"Matthews, C D"
"Matthews, G R J"
"Matthews, T J"
"Maxwell, G J*"
"May, T B A"
"Mayne, E R"
"Mayne, L C"
"McAlister, P A"
"McCabe, S J"
"McCool, C L"
"McCormick, E L"
"McCosker, R B"
"McCurdy, R J"
"McDermott, B R*"
"McDermott, C J"
"McDonald, A B"
"McDonald, C C"
"McDonald, E A"
"McDonnell, P S"
"McGain, B E"
"McGrath, G D"
"McIlwraith, J"
"McIntyre, P E"
"McKay, C J"
"McKenzie, G D"
"McKibbin, T R"
"McLaren, J W"
"Mcleod, C E"
"McLeod, R W"
"McShane, P G"
"Meckiff, I"
"Mennie, J M*"
"Meuleman, K D"
"Midwinter, W E"
"Miller, C R"
"Miller, K R"
"Minnett, R B"
"Misson, F M"
"Moody, T M"
"Moroney, J A R"
"Morris, A R"
"Morris, S"
"Moses, H"
"Moss, J K"
"Moule, W H"
"Muirhead, J M"
"Muller, S A"
"Murdoch, W L"
"Musgrove, H"
"Nagel, L E"
"Nannes, D P*"
"Nash, L J"
"Neser, M G*"
"Nevill, P M*"
"Nicholson, M J"
"Nitschke, H C"
"Noble, M A"
"Noblet, G J"
"Noffke, A A"
"North, M J"
"Nothling, O E"
"O'Brien, L P"
"O'Connor, J D A"
"O'Donnell, S P"
"Ogilvie, A D"
"O'Keefe, S N J*"
"O'Keeffe, K J"
"Oldfield, W A S"
"O'Neill, N C"
"O'Reilly, W J"
"Oxenham, R K"
"Paine, T D*"
"Palmer, G E"
"Paris, J S"
"Park, R L"
"Pascoe, L S"
"Patterson, K R*"
"Pattinson, J L"
"Pellew, C E"
"Phillips, W B"
"Phillips, W N"
"Philpott, P I"
"Pommersbach, L A"
"Ponsford, W H"
"Ponting, R T"
"Pope, R J"
"Porter, G D"
"Quiney, R J"
"Rackemann, C G"
"Ransford, V S"
"Reardon, N J"
"Redpath, I R"
"Reedman, J C"
"Reid, B A"
"Reiffel, P R"
"Renneberg, D A"
"Renshaw, M T*"
"Richardson, A J"
"Richardson, J A*"
"Richardson, K W*"
"Richardson, V Y"
"Rigg, K E"
"Ring, D T"
"Ritchie, G M"
"Rixon, S J"
"Robertson, G R"
"Robertson, W R"
"Robinson, R D"
"Robinson, R H"
"Rogers, C J L"
"Rohrer, B J"
"Rorke, G F"
"Rutherford, J W"
"Ryder, J"
"Saggers, R A"
"Sandhu, G S"
"Saunders, J V"
"Sayers, C J*"
"Scott, H J H"
"Sellers, R H D"
"Serjeant, C S"
"Sheahan, A P"
"Shepherd, B K"
"Short, D J M*"
"Siddle, P M*"
"Siddons, J D"
"Sievers, M W"
"Simpson, R B"
"Sincock, D J"
"Slater, K N"
"Slater, M J"
"Sleep, P R"
"Slight, J"
"Smith, D B M"
"Smith, S B"
"Smith, S P D*"
"Spofforth, F R"
"Stackpole, K R"
"Stanlake, B*"
"Starc, M A*"
"Stevens, G B"
"Stoinis, M P*"
"Stuart, A M"
"Swepson, M J*"
"Symonds, A"
"Taber, H B"
"Tait, S W"
"Tallon, D"
"Taylor, J M"
"Taylor, M A"
"Taylor, P L"
"Thomas, G"
"Thompson, N"
"Thoms, G R"
"Thomson, A L"
"Thomson, J R"
"Thurlow, H M"
"Toohey, P M"
"Toshack, E R H"
"Travers, J P F"
"Tremain, C P*"
"Tribe, G E"
"Trimble, G S"
"Trott, G H S"
"Trumble, H"
"Trumble, J W"
"Trumper, V T"
"Turner, A"
"Turner, A J*"
"Turner, C T B"
"Tye, A J*"
"Veivers, T R"
"Veletta, M R J"
"Voges, A C"
"Wade, M S*"
"Waite, M G"
"Walker, M H N"
"Wall, T W"
"Walters, F H"
"Walters, K D"
"Ward, F A"
"Warne, S K"
"Warner, D A*"
"Watkins, J R"
"Watson, G D"
"Watson, S R"
"Watson, W J"
"Waugh, M E"
"Waugh, S R"
"Wellham, D M"
"Whatmore, D F"
"White, C L*"
"Whitney, M R"
"Whitty, W J"
"Wiener, J M"
"Wildermuth, J D*"
"Williams, B A"
"Wilson, J W"
"Wilson, P"
"Wood, G M"
"Woodcock, A J"
"Woodfull, W M"
"Woolley, R D"
"Worrall, D J"
"Worrall, J"
"Wright, K J"
"Yallop, G N"
"Yardley, B"
"Young, B E"
"Young, S"
"Zampa, A*"
"Zesers, A K"
"Zoehrer, T J"
