0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,22.0,0,105,4,0,3/35,26.25,33.00,4.77
Arun Jaitley Stadium,4.0,0,31,2,0,2/31,15.50,12.00,7.75
Bellerive Oval,7.0,0,70,2,0,2/70,35.00,21.00,10.00
Brisbane Cricket Ground,4.2,0,34,0,0,0/34,,,7.85
Dubai International Cricket Stadium,6.0,0,40,2,0,2/20,20.00,18.00,6.67
Eden Gardens,9.0,0,46,0,0,0/46,,,5.11
Eden Park,10.0,0,49,3,0,3/49,16.33,20.00,4.90
Edgbaston,2.0,0,13,0,0,0/13,,,6.50
Headingley,4.0,0,17,0,0,0/17,,,4.25
Holkar Cricket Stadium,8.0,0,61,0,0,0/61,,,7.63
JSCA International Stadium Complex,6.0,0,39,0,0,0/39,,,6.50
Kennington Oval,7.0,0,62,2,0,2/62,31.00,21.00,8.86
Lord's,9.0,0,41,1,0,1/29,41.00,54.00,4.56
M Chinnaswamy Stadium,4.5,0,34,0,0,0/34,,,7.03
MA Chidambaram Stadium,10.0,0,54,2,0,2/54,27.00,30.00,5.40
Melbourne Cricket Ground,15.2,0,93,2,0,1/33,46.50,46.00,6.07
Old Trafford,11.3,0,56,2,0,2/37,28.00,34.50,4.87
Optus Stadium,4.2,1,16,3,0,3/16,5.33,8.67,3.69
Rajiv Gandhi International Stadium,9.2,0,52,0,0,0/52,,,5.57
Riverside Ground,6.0,0,41,0,0,0/41,,,6.83
Seddon Park,4.0,0,22,0,0,0/22,,,5.50
Sharjah Cricket Stadium,8.0,0,54,0,0,0/14,,,6.75
Sheikh Zayed Stadium,4.0,0,21,0,0,0/21,,,5.25
Sophia Gardens,17.0,1,97,3,0,2/37,32.33,34.00,5.71
Sydney Cricket Ground,18.0,0,109,3,0,2/66,36.33,36.00,6.06
Trent Bridge,20.0,0,157,2,0,2/54,78.50,60.00,7.85
Vidarbha Cricket Association Stadium,5.0,0,32,0,0,0/12,,,6.40
Overall (27),235.4,2,1446,33,0,3/16,43.82,42.85,6.14
