0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,95.0,1,637,13,0,3/49,49.00,43.85,6.71
Second,140.4,1,809,20,0,3/16,40.45,42.20,5.75
Overall,235.4,2,1446,33,0,3/16,43.82,42.85,6.14
