0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Australia,29.0,0,154,3,0,2/45,51.33,58.00,5.31
Bangladesh,60.0,1,259,10,0,2/26,25.90,36.00,4.32
England,54.4,1,204,14,1,4/13,14.57,23.43,3.73
India,36.0,0,167,6,0,3/41,27.83,36.00,4.64
Ireland,7.5,1,27,1,0,1/27,27.00,47.00,3.45
New Zealand,54.3,1,310,8,0,2/14,38.75,40.88,5.69
Pakistan,75.0,3,379,4,0,3/39,94.75,112.50,5.05
South Africa,56.0,4,283,6,0,2/29,47.17,56.00,5.05
West Indies,20.0,0,91,1,0,1/25,91.00,120.00,4.55
Overall (9),393.0,11,1874,53,1,4/13,35.36,44.49,4.77
