0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,40.0,2,169,9,1,5/53,18.78,26.67,4.23
AMI Stadium,10.0,0,44,2,0,2/44,22.00,30.00,4.40
Arun Jaitley Stadium,19.0,0,108,4,0,3/43,27.00,28.50,5.68
Barabati Stadium,9.0,2,30,0,0,0/30,,,3.33
Basin Reserve,7.0,0,32,0,0,0/32,,,4.57
Bellerive Oval,29.0,4,66,3,0,1/17,22.00,58.00,2.28
Brisbane Cricket Ground,28.0,3,99,3,0,2/34,33.00,56.00,3.54
Carisbrook,10.0,1,53,1,0,1/53,53.00,60.00,5.30
Eden Gardens,10.0,0,43,0,0,0/43,,,4.30
Eden Park,19.0,1,69,3,0,2/30,23.00,38.00,3.63
Gaddafi Stadium,10.0,2,41,2,0,2/41,20.50,30.00,4.10
Kensington Oval,7.0,0,52,1,0,1/52,52.00,42.00,7.43
Lal Bahadur Shastri Stadium,4.0,0,20,1,0,1/20,20.00,24.00,5.00
MA Chidambaram Stadium,17.0,3,56,1,0,1/21,56.00,102.00,3.29
Madhavrao Scindia Cricket Ground,10.0,0,48,1,0,1/48,48.00,60.00,4.80
Melbourne Cricket Ground,76.2,7,304,7,0,2/35,43.43,65.43,3.98
Nehru Stadium (Indore),6.0,0,38,2,0,2/38,19.00,18.00,6.33
Queen's Park Oval,12.0,0,53,2,0,1/25,26.50,36.00,4.42
Sabina Park,7.0,2,33,0,0,0/33,,,4.71
Sawai Mansingh Stadium,8.0,1,27,1,0,1/27,27.00,48.00,3.38
Sector 16 Stadium,6.0,0,30,0,0,0/30,,,5.00
Sharjah Cricket Stadium,37.5,4,162,4,0,1/26,40.50,56.75,4.28
Sher-I-Kashmir Stadium,10.0,2,37,2,0,2/37,18.50,30.00,3.70
Sydney Cricket Ground,90.3,13,353,9,0,3/29,39.22,60.33,3.90
WACA Ground,59.0,6,236,5,0,2/46,47.20,70.80,4.00
Overall (25),541.4,53,2203,63,1,5/53,34.97,51.59,4.07
