0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,1,1,0,0,0,1,0,0,0.00,,0,0
Arun Jaitley Stadium,1,1,0,0,0,0,35,35,35.00,71.43,0,0
Bay Oval,1,1,0,0,0,0,37,37,37.00,94.87,0,0
Brisbane Cricket Ground,1,1,0,0,1,0,60,60,60.00,107.14,0,0
County Ground (Bristol),4,3,1,1,0,0,128,151,75.50,120.80,3,0
Darren Sammy National Cricket Stadium,1,1,0,0,0,0,11,11,11.00,100.00,0,0
Eden Gardens,2,2,0,0,1,0,56,58,29.00,81.69,3,0
Edgbaston,3,2,0,1,0,0,111,145,72.50,95.39,1,0
Grange Cricket Club,1,1,0,1,0,0,105,105,105.00,177.97,0,0
Hagley Oval,1,1,0,1,0,0,104,104,104.00,173.33,1,0
Headingley,5,5,0,0,1,1,61,154,30.80,106.21,2,1
Kennington Oval,5,4,1,0,0,1,39,96,32.00,94.12,2,0
Kensington Oval,2,2,0,0,0,1,34,34,17.00,100.00,1,0
Lord's,5,5,1,0,2,0,72*,224,56.00,94.92,0,0
Melbourne Cricket Ground,1,1,0,0,0,0,14,14,14.00,127.27,1,0
National Cricket Stadium (Grenada),2,1,0,0,1,0,56,56,56.00,130.23,0,0
Old Trafford,5,5,1,1,1,0,100*,229,57.25,91.97,7,0
Optus Stadium,1,1,0,0,0,0,44,44,44.00,91.67,0,0
Pallekele International Cricket Stadium,1,1,0,0,0,0,4,4,4.00,200.00,0,0
Punjab Cricket Association IS Bindra Stadium,1,0,0,0,0,0,0,0,,,0,0
Rajiv Gandhi International Stadium,1,1,0,0,0,0,3,3,3.00,42.86,1,0
Rangiri Dambulla International Stadium,2,2,0,0,0,0,26,51,25.50,79.69,0,0
Riverside Ground,3,3,1,1,2,0,106,268,134.00,119.11,2,1
Seddon Park,1,1,0,0,0,0,4,4,4.00,30.77,0,0
Shere Bangla National Stadium,2,2,0,0,0,1,35,35,17.50,62.50,0,0
Sophia Gardens,6,6,1,0,1,0,51,232,46.40,107.41,5,0
Sydney Cricket Ground,1,1,0,0,0,0,39,39,39.00,68.42,0,0
The Rose Bowl,3,3,1,1,1,0,141*,237,118.50,115.61,2,0
The Village,1,0,0,0,0,0,0,0,,,0,0
Trent Bridge,6,6,1,1,0,0,139,250,50.00,112.11,2,0
University Oval,1,1,0,1,0,0,138,138,138.00,130.19,0,0
Wankhede Stadium,1,1,0,0,0,0,9,9,9.00,47.37,0,0
Westpac Stadium,1,1,0,0,0,0,19,19,19.00,48.72,0,0
Zahur Ahmed Chowdhury Stadium,1,1,0,0,0,0,15,15,15.00,83.33,1,0
Overall (34),74,68,8,9,11,5,141*,2861,47.68,104.07,34,2
