0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,18.0,0,100,2,0,1/46,50.00,54.00,5.56
Second,5.0,0,14,0,0,0/14,,,2.80
Overall,23.0,0,114,2,0,1/46,57.00,69.00,4.96
