0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,2,2,0,0,0,0,20,21,10.50,87.50,1,0
Arun Jaitley Stadium,1,1,0,0,1,0,52,52,52.00,86.67,0,0
Dubai International Cricket Stadium,2,2,0,0,0,0,8,15,7.50,93.75,2,0
Eden Park,1,1,0,0,0,0,7,7,7.00,100.00,1,0
Edgbaston,1,1,0,0,0,0,4,4,4.00,33.33,0,0
Holkar Cricket Stadium,1,1,0,0,0,0,3,3,3.00,42.86,1,0
JSCA International Stadium Complex,1,1,0,0,0,1,0,0,0.00,,0,0
M Chinnaswamy Stadium,1,1,0,0,0,0,43,43,43.00,143.33,0,0
Melbourne Cricket Ground,1,1,0,0,1,0,58,58,58.00,92.06,0,0
Punjab Cricket Association IS Bindra Stadium,1,1,0,1,0,0,117,117,117.00,111.43,1,0
Rajiv Gandhi International Stadium,1,1,0,0,0,0,19,19,19.00,63.33,0,0
Seddon Park,1,1,0,0,0,1,0,0,0.00,,3,0
Sharjah Cricket Stadium,2,1,1,0,0,0,30*,30,,111.11,2,0
Sheikh Zayed Stadium,1,1,0,0,0,0,47,47,47.00,109.30,2,0
Sydney Cricket Ground,2,1,0,0,1,0,73,73,73.00,119.67,0,0
Vidarbha Cricket Association Stadium,2,2,0,0,0,0,48,61,30.50,80.26,0,0
WACA Ground,1,1,0,0,1,0,82,82,82.00,97.62,1,0
Overall (17),22,20,1,1,4,2,117,632,33.26,97.38,14,0
