0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,Progressive,Progressive,Progressive
,,,,,,,,,,,
,Date,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Aggr,Avg,S/R
1,26/01/2019,Nepal,ICC Global Cricket Academy,lbw b S Lamichhane,16,27,59.26,,16,16.00,59.26
2,28/01/2019,Nepal,ICC Global Cricket Academy,c †B Bhandari b Karan KC,45,76,59.21,,61,30.50,59.22
3,12/04/2019,Zimbabwe,Harare Sports Club,c S F Mire b D T Tiripano,0,1,0.00,,61,20.33,58.65
4,13/04/2019,Zimbabwe,Harare Sports Club,c C R Ervine b R P Burl,47,102,46.08,,108,27.00,52.43
5,16/04/2019,Zimbabwe,Harare Sports Club,run out,45,87,51.72,,153,30.60,52.22
No. of Innings Played = 5,No. of Innings Played = 5,No. of Innings Played = 5,No. of Innings Played = 5,No. of Innings Played = 5,No. of Innings Played = 5,No. of Innings Played = 5,No. of Innings Played = 5,No. of Innings Played = 5,No. of Innings Played = 5,,
