0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,7,7,0,2,0,0,179,383,54.71,101.32,1,0
Bellerive Oval,4,4,1,0,0,0,21*,43,14.33,97.73,4,0
Brisbane Cricket Ground,6,6,0,1,0,0,163,270,45.00,94.41,5,0
Manuka Oval,3,3,0,1,2,0,119,265,88.33,103.11,4,0
Melbourne Cricket Ground,11,11,0,1,1,0,156,348,31.64,98.86,2,0
Optus Stadium,1,1,0,0,0,0,15,15,15.00,136.36,2,0
Sydney Cricket Ground,14,13,0,3,4,0,130,734,56.46,103.23,7,0
WACA Ground,9,9,0,1,0,1,178,339,37.67,103.04,4,0
,,,,,,,,,,,,
