0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,1.0,0,8,0,0,0/8,,,8.00
Overall,1.0,0,8,0,0,0/0,,,8.00
