0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,61,52,9,1,4,0,109,1341,31.19,88.05,85,7
Bangladesh,2,2,0,0,0,0,10,18,9.00,60.00,1,0
England and Wales,2,1,0,0,0,0,13,13,13.00,100.00,1,0
India,15,15,3,0,6,0,88,568,47.33,85.03,20,0
Malaysia,5,5,1,0,1,0,70,174,43.50,86.14,12,0
Netherlands,2,2,0,0,0,0,10,15,7.50,34.88,4,0
New Zealand,9,9,0,1,1,1,110,328,36.44,91.36,13,0
South Africa,8,8,0,0,3,0,78,254,31.75,91.37,11,2
Sri Lanka,8,7,1,0,0,0,42,88,14.67,53.01,9,1
United Arab Emirates,8,8,2,0,0,1,40,152,25.33,74.15,9,0
West Indies,1,1,0,0,1,0,50,50,50.00,96.15,3,0
Zimbabwe,5,5,0,0,0,0,49,121,24.20,72.46,2,1
,,,,,,,,,,,,
