0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,20.0,1,82,2,0,1/39,41.00,60.00,4.10
Brisbane Cricket Ground,14.0,0,78,0,0,0/39,,,5.57
County Ground (Chelmsford),12.0,2,48,1,0,1/48,48.00,72.00,4.00
County Ground (Southampton),9.0,0,45,0,0,0/45,,,5.00
Headingley,12.0,1,31,1,0,1/31,31.00,72.00,2.58
Melbourne Cricket Ground,14.0,0,76,1,0,1/56,76.00,84.00,5.43
Sydney Cricket Ground,21.0,0,111,1,0,1/42,111.00,126.00,5.29
Trent Bridge,11.5,3,39,6,1,6/39,6.50,11.83,3.30
WACA Ground,29.0,1,116,3,0,2/36,38.67,58.00,4.00
Overall (9),142.5,8,626,15,1,6/39,41.73,57.13,4.38
