0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,20.0,1,119,4,0,2/51,29.75,30.00,5.95
AMI Stadium,19.0,1,89,4,1,4/44,22.25,28.50,4.68
Arbab Niaz Stadium,11.0,3,46,1,0,1/23,46.00,66.00,4.18
Arun Jaitley Stadium,10.0,0,53,1,0,1/53,53.00,60.00,5.30
Barabati Stadium,9.4,0,46,3,0,3/46,15.33,19.33,4.76
Basin Reserve,10.0,1,48,1,0,1/48,48.00,60.00,4.80
Bourda,6.0,0,22,2,0,2/22,11.00,18.00,3.67
Brisbane Cricket Ground,24.1,3,101,4,0,2/17,25.25,36.25,4.18
Buffalo Park,30.0,1,123,7,0,3/25,17.57,25.71,4.10
Carisbrook,10.0,0,42,2,0,2/42,21.00,30.00,4.20
County Ground (Bristol),38.0,5,154,7,1,4/26,22.00,32.57,4.05
Darren Sammy National Cricket Stadium,17.1,1,112,1,0,1/67,112.00,103.00,6.52
Diamond Oval,10.0,2,31,2,0,2/31,15.50,30.00,3.10
Eden Gardens,10.0,1,48,1,0,1/48,48.00,60.00,4.80
Eden Park,22.5,1,127,5,0,2/29,25.40,27.40,5.56
Edgbaston,102.0,11,476,21,0,3/39,22.67,29.14,4.67
Gaddafi Stadium,10.0,0,51,0,0,0/51,,,5.10
Green Park,6.0,0,44,1,0,1/44,44.00,36.00,7.33
Gymkhana Club Ground,19.0,3,81,1,0,1/43,81.00,114.00,4.26
Harare Sports Club,40.2,5,153,10,1,4/43,15.30,24.20,3.79
Headingley,72.1,10,330,9,0,3/45,36.67,48.11,4.57
Iqbal Stadium,10.0,1,36,1,0,1/36,36.00,60.00,3.60
Kennington Oval,109.2,8,547,13,1,4/50,42.08,50.46,5.00
Kensington Oval,10.0,1,45,1,0,1/45,45.00,60.00,4.50
Kingsmead,19.0,2,46,2,0,2/14,23.00,57.00,2.42
Lord's,136.5,10,613,27,1,5/44,22.70,30.41,4.48
MA Chidambaram Stadium,10.0,0,55,1,0,1/55,55.00,60.00,5.50
Mangaung Oval,20.0,1,78,5,1,4/29,15.60,24.00,3.90
McLean Park,18.3,0,55,4,0,2/21,13.75,27.75,2.97
Melbourne Cricket Ground,37.0,4,186,6,1,4/28,31.00,37.00,5.03
National Stadium (Karachi),20.0,0,116,2,0,2/71,58.00,60.00,5.80
Newlands,39.0,2,170,5,0,3/36,34.00,46.80,4.36
Old Trafford,87.0,4,350,13,1,4/35,26.92,40.15,4.02
Queen's Park Oval,5.0,0,20,0,0,0/20,,,4.00
Queens Sports Club,37.0,5,143,6,1,4/34,23.83,37.00,3.86
R Premadasa Stadium,10.0,0,52,1,0,1/52,52.00,60.00,5.20
Rangiri Dambulla International Stadium,10.0,2,24,1,0,1/24,24.00,60.00,2.40
Rawalpindi Cricket Stadium,18.0,2,73,2,0,2/48,36.50,54.00,4.06
Riverside Ground,36.0,1,161,4,0,2/38,40.25,54.00,4.47
Sardar Patel Stadium,10.0,0,63,0,0,0/63,,,6.30
Sharjah Cricket Stadium,38.0,4,185,8,0,3/55,23.13,28.50,4.87
Sinhalese Sports Club Ground,7.0,0,30,0,0,0/30,,,4.29
Sophia Gardens,4.0,0,28,0,0,0/28,,,7.00
St George's Park,19.1,1,79,6,1,4/33,13.17,19.17,4.12
St Lawrence Ground,10.0,1,34,4,1,4/34,8.50,15.00,3.40
SuperSport Park,10.0,1,41,1,0,1/41,41.00,60.00,4.10
Sydney Cricket Ground,53.3,4,237,11,1,5/44,21.55,29.18,4.43
The Rose Bowl,6.0,1,19,0,0,0/19,,,3.17
Trent Bridge,67.0,8,233,10,0,2/24,23.30,40.20,3.48
WACA Ground,8.0,2,15,2,0,2/15,7.50,24.00,1.88
Wanderers Stadium,29.0,6,76,8,0,3/18,9.50,21.75,2.62
Wankhede Stadium,10.0,0,56,1,0,1/56,56.00,60.00,5.60
Westpac Stadium,10.0,0,47,3,0,3/47,15.67,20.00,4.70
Overall (53),1411.4,120,6209,235,12,5/44,26.42,36.04,4.40
