0,1,2,3,4,5,6,7,8,9,10,11
Position,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Opening,1,0,0,0,0,41,41,41.00,80.39,0,0
3,1,0,0,0,0,4,4,4.00,28.57,0,0
Overall,2,0,0,0,0,41,45,22.50,69.23,1,0
