0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,Progressive,Progressive,Progressive
,,,,,,,,,,,
,Date,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Aggr,Avg,S/R
1,02/11/1993,Sri Lanka,Sharjah Cricket Stadium,not out,17*,24,70.83,,17,,70.83
2,29/09/1995,Sri Lanka,Jinnah Stadium (Gujwranwala),did not bat,-,-,-,,17,,70.83
3,01/10/1995,Sri Lanka,Iqbal Stadium,b P A de Silva,19,23,82.61,,36,36.00,76.60
4,03/10/1995,Sri Lanka,Rawalpindi Cricket Stadium,not out,36*,44,81.82,,72,72.00,79.12
5,17/10/1995,Sri Lanka,Sharjah Cricket Stadium,run out,17,37,45.95,,89,44.50,69.53
No. of Innings Played = 4,No. of Innings Played = 4,No. of Innings Played = 4,No. of Innings Played = 4,No. of Innings Played = 4,No. of Innings Played = 4,No. of Innings Played = 4,No. of Innings Played = 4,No. of Innings Played = 4,No. of Innings Played = 4,,
