0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,10.0,0,43,3,0,3/43,14.33,20.00,4.30
Barabati Stadium,9.0,0,79,0,0,0/79,,,8.78
Bay Oval,8.0,0,42,2,0,2/42,21.00,24.00,5.25
Brisbane Cricket Ground,10.0,0,74,1,0,1/74,74.00,60.00,7.40
County Ground (Bristol),8.0,0,59,0,0,0/25,,,7.38
Eden Gardens,10.0,0,63,3,0,3/63,21.00,20.00,6.30
Edgbaston,20.0,0,145,1,0,1/61,145.00,120.00,7.25
Hagley Oval,4.0,0,23,0,0,0/23,,,5.75
Headingley,33.0,0,188,3,0,3/47,62.67,66.00,5.70
Kennington Oval,21.5,0,133,5,0,2/12,26.60,26.20,6.09
Kensington Oval,25.0,3,126,5,0,3/37,25.20,30.00,5.04
Lord's,23.0,0,138,4,0,3/60,34.50,34.50,6.00
Maharashtra Cricket Association Stadium,10.0,0,73,2,0,2/73,36.50,30.00,7.30
Mahinda Rajapaksha International Cricket Stadium,2.0,0,28,0,0,0/28,,,14.00
Mangaung Oval,5.0,0,31,0,0,0/31,,,6.20
Melbourne Cricket Ground,10.0,0,64,1,0,1/64,64.00,60.00,6.40
National Cricket Stadium (Grenada),8.0,0,77,1,0,1/77,77.00,48.00,9.63
Newlands,5.0,0,34,0,0,0/34,,,6.80
Old Trafford,25.0,0,127,3,0,3/43,42.33,50.00,5.08
Pallekele International Cricket Stadium,8.0,0,48,0,0,0/21,,,6.00
R Premadasa Stadium,11.0,0,91,0,0,0/21,,,8.27
Riverside Ground,15.0,0,62,4,0,3/52,15.50,22.50,4.13
Seddon Park,8.0,0,43,2,0,2/43,21.50,24.00,5.38
Shere Bangla National Stadium,11.0,1,59,1,0,1/22,59.00,66.00,5.36
Sir Vivian Richards Stadium,11.0,0,63,1,0,1/29,63.00,66.00,5.73
Sophia Gardens,41.1,2,250,5,0,3/23,50.00,49.40,6.07
St George's Park,9.0,0,54,2,0,2/54,27.00,27.00,6.00
SuperSport Park,8.2,0,54,0,0,0/54,,,6.48
Sydney Cricket Ground,3.0,0,23,1,0,1/23,23.00,18.00,7.67
The Rose Bowl,31.0,0,186,8,1,5/61,23.25,23.25,6.00
The Village,10.0,0,51,0,0,0/51,,,5.10
Trent Bridge,35.0,0,210,4,0,2/73,52.50,52.50,6.00
University Oval,7.0,0,45,1,0,1/45,45.00,42.00,6.43
WACA Ground,9.0,1,38,4,1,4/38,9.50,13.50,4.22
Wanderers Stadium,10.0,0,45,2,0,2/45,22.50,30.00,4.50
Westpac Stadium,6.0,0,27,0,0,0/27,,,4.50
Zahur Ahmed Chowdhury Stadium,5.0,0,24,1,0,1/24,24.00,30.00,4.80
Overall (37),485.2,7,2920,70,2,5/61,41.71,41.60,6.02
