0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Bangladesh,74.0,8,306,15,1,4/25,20.40,29.60,4.14
Canada,8.4,0,46,4,1,4/46,11.50,13.00,5.31
England,327.3,22,1574,65,4,5/30,24.22,30.23,4.81
ICC World XI,24.3,5,108,7,1,4/30,15.43,21.00,4.41
India,257.1,15,1155,55,4,5/27,21.00,28.05,4.49
Ireland,3.0,1,10,2,0,2/10,5.00,9.00,3.33
Kenya,30.0,7,78,6,0,3/14,13.00,30.00,2.60
Namibia,6.0,1,26,1,0,1/26,26.00,36.00,4.33
New Zealand,228.1,17,1091,52,1,5/42,20.98,26.33,4.78
Pakistan,190.4,12,881,38,2,4/28,23.18,30.11,4.62
Scotland,8.0,1,36,2,0,2/36,18.00,24.00,4.50
South Africa,184.3,14,946,40,5,5/22,23.65,27.68,5.13
Sri Lanka,242.4,13,1239,38,1,4/15,32.61,38.32,5.11
United States,5.0,0,21,1,0,1/21,21.00,30.00,4.20
West Indies,222.2,23,1060,49,3,4/24,21.63,27.22,4.77
Zimbabwe,52.0,2,300,5,0,1/29,60.00,62.40,5.77
Overall (16),1864.1,141,8877,380,23,5/22,23.36,29.43,4.76
