0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,18,17,4,0,1,2,67,252,19.38,67.56,23,2
Bangladesh,2,2,0,0,2,0,54,106,53.00,66.67,3,0
England and Wales,9,7,2,0,0,2,42,104,20.80,74.82,6,0
India,15,15,2,0,3,0,96,372,28.62,68.76,8,5
Kenya,3,3,2,0,0,0,20*,33,33.00,137.50,2,1
New Zealand,75,63,12,0,1,9,61*,1136,22.27,66.20,49,13
Pakistan,6,6,0,0,0,0,47,197,32.83,71.64,0,0
Scotland,1,0,0,0,0,0,0,0,,,1,0
Singapore,2,2,0,0,0,0,9,14,7.00,42.42,0,0
South Africa,12,10,3,1,2,0,108,308,44.00,83.02,12,1
Sri Lanka,13,13,4,0,1,3,51*,186,20.67,63.48,5,1
United Arab Emirates,12,12,2,0,3,2,93,387,38.70,61.62,4,0
West Indies,4,4,0,0,1,1,61,117,29.25,64.64,0,0
Zimbabwe,7,7,1,0,0,0,30,102,17.00,76.12,3,2
,,,,,,,,,,,,
