0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Carisbrook,1.0,1,0,0,0,,,,0.00
Eden Park,2.0,0,2,0,0,,,,1.00
McLean Park,1.0,0,6,0,0,,,,6.00
Overall (3),4.0,1,8,0,0,0/0,,,2.00
