0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,116,111,3,9,19,8,172,3984,36.89,98.86,176,20
Bangladesh,4,3,0,0,1,0,76,133,44.33,130.39,8,3
England and Wales,31,31,4,1,7,2,121*,1016,37.63,91.20,36,8
India,30,29,1,1,7,2,111,910,32.50,97.22,42,4
Kenya,6,6,0,0,0,1,41,132,22.00,77.19,12,1
New Zealand,18,18,0,2,3,4,128,629,34.94,105.54,26,2
Pakistan,3,3,0,1,0,0,103,190,63.33,101.06,2,0
South Africa,30,29,1,1,7,0,105,941,33.61,99.26,51,2
Sri Lanka,13,13,0,0,4,2,77,458,35.23,92.53,22,4
United Arab Emirates,5,5,1,0,1,0,57,149,37.25,74.50,7,2
West Indies,24,24,1,1,5,0,149,866,37.65,93.52,27,8
Zimbabwe,7,7,0,0,1,0,61,211,30.14,97.69,8,1
,,,,,,,,,,,,
