0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Amini Park,2.0,0,5,0,0,,,,2.50
Bert Sutcliffe Oval,5.0,0,30,0,0,0/30,,,6.00
Civil Service Cricket Club,6.0,1,18,1,0,1/18,18.00,36.00,3.00
Dubai International Cricket Stadium,4.0,0,21,0,0,,,,5.25
Grange Cricket Club,13.0,0,72,0,0,,,,5.54
Hagley Oval,5.0,0,23,1,0,1/4,23.00,30.00,4.60
Harare Sports Club,2.0,0,18,0,0,,,,9.00
ICC Global Cricket Academy,23.0,0,149,0,0,,,,6.48
Mannofield Park,22.0,2,79,4,0,2/26,19.75,33.00,3.59
Mission Road,3.0,0,18,0,0,0/18,,,6.00
Queens Sports Club,5.0,0,26,0,0,0/12,,,5.20
Sheikh Zayed Stadium,3.2,0,16,0,0,,,,4.80
The Village,5.0,0,35,0,0,,,,7.00
Willowmoore Park,23.0,0,139,3,0,2/46,46.33,46.00,6.04
Overall (14),121.2,3,649,9,0,2/26,72.11,80.89,5.35
