0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,5,5,0,1,1,0,100,282,56.40,82.22,1,0
England and Wales,23,23,3,2,5,0,115,1006,50.30,88.32,13,0
Ireland,1,1,0,0,0,0,29,29,29.00,100.00,0,0
New Zealand,7,7,0,0,2,1,83,176,25.14,76.86,4,0
Pakistan,3,3,0,1,1,0,115,200,66.67,104.71,0,0
South Africa,5,5,1,0,1,0,69,195,48.75,83.33,2,0
Sri Lanka,2,2,0,0,0,0,25,37,18.50,75.51,1,0
United Arab Emirates,20,19,2,5,5,1,123,1096,64.47,85.16,9,0
West Indies,3,3,1,1,0,0,125*,154,77.00,88.00,3,0
Zimbabwe,5,4,3,1,0,0,106*,184,184.00,102.22,3,0
,,,,,,,,,,,,
