0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,77.5,3,396,10,0,2/43,39.60,46.70,5.09
Second,28.0,1,109,6,1,5/26,18.17,28.00,3.89
Overall,105.5,4,505,16,1,5/26,31.56,39.69,4.77
