0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Kenya,3,3,0,0,0,0,31,46,15.33,47.92,1,0
Pakistan,1,1,0,0,0,0,19,19,19.00,54.29,1,0
,,,,,,,,,,,,
