0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,22,22,1,1,4,1,111*,776,36.95,70.80,10,0
Bangladesh,1,1,0,0,0,0,32,32,32.00,65.31,0,0
England and Wales,24,24,3,2,6,1,125*,969,46.14,69.36,9,0
India,6,6,0,1,1,2,105,203,33.83,76.60,3,0
New Zealand,9,9,2,0,3,0,84*,356,50.86,81.09,3,0
South Africa,11,11,2,0,4,0,72*,361,40.11,65.88,6,0
Sri Lanka,3,3,0,0,1,0,50,65,21.67,66.33,1,0
United Arab Emirates,8,8,0,0,1,0,84,216,27.00,63.34,2,0
West Indies,5,5,0,1,2,0,122,295,59.00,85.51,3,0
Zimbabwe,11,11,2,0,3,2,82*,364,40.44,71.94,7,0
,,,,,,,,,,,,
