0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
New Zealand,5.0,0,46,0,0,0/46,,,9.20
South Africa,21.0,2,163,6,1,4/65,27.17,21.00,7.76
West Indies,8.0,0,46,0,0,0/46,,,5.75
Overall (3),34.0,2,255,6,1,4/65,42.50,34.00,7.50
