0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Headingley,1,1,0,0,0,0,10,10,10.00,30.30,0,0
Jawaharlal Nehru Stadium (Delhi),1,1,0,0,0,0,16,16,16.00,64.00,2,0
Jinnah Stadium (Sialkot),1,1,0,0,0,0,20,20,20.00,64.52,0,0
Keenan Stadium,1,1,0,0,0,0,12,12,12.00,66.67,0,0
Kennington Oval,1,1,0,0,0,0,2,2,2.00,14.29,0,0
Nehru Stadium (Guwahati),1,1,0,0,0,0,42,42,42.00,84.00,1,0
Nehru Stadium (Indore),1,1,0,0,0,0,6,6,6.00,25.00,0,0
Sharjah Cricket Stadium,2,2,1,0,0,0,32*,54,54.00,43.90,1,0
University Stadium,1,1,0,0,0,0,3,3,3.00,21.43,0,0
Overall (9),10,10,1,0,0,0,42,165,18.33,49.70,4,0
