0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,9,7,1,0,0,1,38,94,15.67,74.02,15,2
Bangladesh,6,6,0,1,0,1,107,182,30.33,86.67,6,0
India,13,13,1,0,2,2,63,313,26.08,100.97,12,1
Ireland,1,1,0,0,0,0,14,14,14.00,53.85,1,0
Pakistan,4,2,0,0,0,0,43,52,26.00,64.20,6,1
Scotland,1,1,0,0,1,0,69,69,69.00,106.15,0,1
South Africa,5,4,1,0,0,0,33,88,29.33,85.44,6,3
Sri Lanka,5,5,1,0,2,0,72*,204,51.00,96.68,3,4
West Indies,2,1,1,0,0,0,38*,38,,97.44,4,0
Overall (9),46,40,5,1,5,4,107,1054,30.11,89.93,53,12
