0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,161.2,2,939,32,3,4/34,29.34,30.25,5.82
Second,239.1,11,1163,45,2,4/19,25.84,31.89,4.86
Overall,400.3,13,2102,77,5,4/19,27.30,31.21,5.25
