0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,3.0,0,19,0,0,0/8,,,6.33
Arnos Vale Ground,7.0,0,19,1,0,1/19,19.00,42.00,2.71
Bellerive Oval,1.0,0,9,0,0,0/9,,,9.00
Bourda,4.0,0,18,0,0,0/18,,,4.50
Gaddafi Stadium,4.0,0,11,0,0,0/11,,,2.75
Harare Sports Club,1.0,0,5,0,0,,,,5.00
Jinnah Stadium (Gujwranwala),5.0,1,14,0,0,0/14,,,2.80
Kennington Oval,3.0,0,16,0,0,0/16,,,5.33
Kingsmead,13.0,1,65,1,0,1/46,65.00,78.00,5.00
Lord's,11.0,0,67,0,0,0/67,,,6.09
Melbourne Cricket Ground,9.0,0,38,2,0,2/38,19.00,27.00,4.22
National Stadium (Karachi),6.0,0,39,0,0,,,,6.50
Rawalpindi Cricket Stadium,1.0,0,7,0,0,,,,7.00
Sharjah Cricket Stadium,22.0,0,109,1,0,1/28,109.00,132.00,4.95
SuperSport Park,3.0,0,20,0,0,0/20,,,6.67
Sydney Cricket Ground,9.0,0,47,2,0,2/47,23.50,27.00,5.22
Trent Bridge,9.0,0,70,0,0,0/27,,,7.78
WACA Ground,14.0,0,82,0,0,,,,5.86
Wanderers Stadium,1.0,0,3,0,0,,,,3.00
Overall (19),126.0,2,658,7,0,2/38,94.00,108.00,5.22
