0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Australia,25.0,3,123,4,0,3/30,30.75,37.50,4.92
Bangladesh,30.0,5,96,12,2,5/45,8.00,15.00,3.20
England,88.5,8,445,13,0,3/35,34.23,41.00,5.01
India,113.0,11,486,20,1,4/13,24.30,33.90,4.30
Kenya,10.0,2,24,1,0,1/24,24.00,60.00,2.40
Netherlands,6.0,1,19,0,0,0/19,,,3.17
New Zealand,112.3,7,564,17,0,3/42,33.18,39.71,5.01
Pakistan,70.0,2,340,10,1,4/39,34.00,42.00,4.86
Sri Lanka,9.0,1,41,3,0,3/41,13.67,18.00,4.56
West Indies,128.1,13,628,19,0,3/20,33.05,40.47,4.90
Zimbabwe,41.0,5,169,7,0,2/33,24.14,35.14,4.12
Overall (11),633.3,58,2935,106,4,5/45,27.69,35.86,4.63
