0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
AMI Stadium,7.1,1,45,0,0,0/45,,,6.28
Brabourne Stadium,6.0,2,15,1,0,1/15,15.00,36.00,2.50
Buffalo Park,17.4,0,114,4,0,3/45,28.50,26.50,6.45
Carisbrook,10.0,0,60,1,0,1/60,60.00,60.00,6.00
Civil Service Cricket Club,25.2,2,112,4,0,3/47,28.00,38.00,4.42
Darren Sammy National Cricket Stadium,7.0,1,31,1,0,1/31,31.00,42.00,4.43
Eden Gardens,10.0,1,35,1,0,1/35,35.00,60.00,3.50
Eden Park,10.0,1,42,2,0,2/42,21.00,30.00,4.20
Edgbaston,8.0,1,38,0,0,0/38,,,4.75
Gaddafi Stadium,10.0,1,32,0,0,0/32,,,3.20
Harare Sports Club,6.0,0,29,0,0,0/29,,,4.83
Headingley,10.0,1,53,0,0,0/53,,,5.30
Iqbal Stadium,10.0,0,58,1,0,1/58,58.00,60.00,5.80
Kensington Oval,20.0,3,77,6,0,3/35,12.83,20.00,3.85
Kingsmead,46.0,5,210,10,1,4/13,21.00,27.60,4.57
Lord's,7.4,0,33,1,0,1/22,33.00,46.00,4.30
M Chinnaswamy Stadium,5.0,0,31,0,0,0/31,,,6.20
Mangaung Oval,28.0,0,135,6,0,3/42,22.50,28.00,4.82
Multan Cricket Stadium,9.0,0,44,2,0,2/44,22.00,27.00,4.89
National Cricket Stadium (Grenada),19.2,0,87,3,0,2/33,29.00,38.67,4.50
Newlands,39.0,4,159,8,0,3/30,19.88,29.25,4.08
Providence Stadium,10.0,1,45,5,1,5/45,9.00,12.00,4.50
Punjab Cricket Association IS Bindra Stadium,6.0,0,23,0,0,0/23,,,3.83
Queen's Park Oval,22.1,4,94,6,0,3/20,15.67,22.17,4.24
Queens Sports Club,8.0,1,27,1,0,1/27,27.00,48.00,3.38
Rajiv Gandhi International Stadium,10.0,2,45,2,0,2/45,22.50,30.00,4.50
Rawalpindi Cricket Stadium,18.0,0,75,6,1,4/39,12.50,18.00,4.17
Sabina Park,19.0,4,69,2,0,2/43,34.50,57.00,3.63
Sardar Patel Stadium,9.0,1,41,3,0,3/41,13.67,18.00,4.56
Sawai Mansingh Stadium,10.0,1,60,0,0,0/60,,,6.00
Senwes Park,8.0,1,41,2,0,2/41,20.50,24.00,5.13
Shere Bangla National Stadium,10.0,2,27,4,1,4/27,6.75,15.00,2.70
St George's Park,42.0,2,238,6,0,3/49,39.67,42.00,5.67
SuperSport Park,69.0,3,376,8,0,2/36,47.00,51.75,5.45
The Rose Bowl,10.0,3,33,2,0,2/33,16.50,30.00,3.30
Trent Bridge,2.1,0,14,0,0,0/14,,,6.46
Wanderers Stadium,28.0,3,147,2,0,1/13,73.50,84.00,5.25
Wankhede Stadium,10.0,2,35,2,0,2/35,17.50,30.00,3.50
Warner Park,6.0,1,19,0,0,0/19,,,3.17
Westpac Stadium,5.0,0,38,0,0,0/38,,,7.60
Willowmoore Park,10.0,2,24,1,0,1/24,24.00,60.00,2.40
Zahur Ahmed Chowdhury Stadium,10.0,2,24,3,0,3/24,8.00,20.00,2.40
Overall (42),633.3,58,2935,106,4,5/45,27.69,35.86,4.63
