0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Bangabandhu National Stadium,20.0,1,90,1,0,1/44,90.00,120.00,4.50
Barabati Stadium,5.0,0,19,0,0,0/19,,,3.80
Captain Roop Singh Stadium,6.0,0,42,1,0,1/42,42.00,36.00,7.00
Eden Gardens,5.5,0,29,1,0,1/29,29.00,35.00,4.97
Headingley,11.0,1,57,2,0,2/57,28.50,33.00,5.18
Indira Priyadarshini Stadium,6.0,0,13,0,0,0/13,,,2.17
Kensington Oval,8.0,0,55,0,0,0/55,,,6.88
MA Aziz Stadium,9.0,2,22,1,0,1/22,22.00,54.00,2.44
Madhavrao Scindia Cricket Ground,6.0,0,31,1,0,1/31,31.00,36.00,5.17
Moti Bagh Stadium,10.0,0,74,0,0,0/74,,,7.40
Nehru Stadium (Indore),7.0,0,22,2,0,2/22,11.00,21.00,3.14
Sardar Patel Stadium,5.0,1,24,0,0,0/24,,,4.80
Sharjah Cricket Stadium,47.3,1,238,12,1,5/26,19.83,23.75,5.01
Trent Bridge,10.0,0,50,1,0,1/50,50.00,60.00,5.00
University Stadium,6.5,0,47,0,0,0/47,,,6.88
Overall (15),163.1,6,813,22,1,5/26,36.95,44.50,4.98
