0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
England,8,8,0,0,1,0,54,231,28.88,49.68,1,0
India,4,3,1,0,0,0,23,56,28.00,34.57,1,0
New Zealand,10,10,2,0,3,0,79,361,45.13,45.93,7,0
Pakistan,4,3,1,0,0,0,30*,52,26.00,53.61,1,0
West Indies,3,3,0,0,0,1,37,55,18.33,49.11,2,0
Overall (5),29,27,4,0,4,1,79,755,32.83,46.55,12,0
