0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Brisbane Cricket Ground,3.0,0,17,0,0,,,,5.67
Dubai International Cricket Stadium,2.0,0,19,0,0,,,,9.50
Harare Sports Club,2.0,0,19,0,0,,,,9.50
Kensington Oval,3.0,0,16,0,0,,,,5.33
Lord's,1.0,0,7,0,0,,,,7.00
M Chinnaswamy Stadium,1.1,0,3,0,0,0/1,,,2.57
Maharashtra Cricket Association Stadium,0.4,0,2,1,0,1/2,2.00,4.00,3.00
Melbourne Cricket Ground,1.0,0,2,0,0,,,,2.00
Providence Stadium,3.0,0,11,0,0,,,,3.67
Punjab Cricket Association IS Bindra Stadium,3.0,0,22,0,0,,,,7.33
R Premadasa Stadium,2.0,0,7,0,0,,,,3.50
Sharjah Cricket Stadium,10.0,1,41,1,0,1/41,41.00,60.00,4.10
The Cooper Associates County Ground,2.0,0,13,1,0,1/13,13.00,12.00,6.50
Trent Bridge,1.0,0,7,0,0,,,,7.00
Vidarbha Cricket Association Stadium,7.0,0,37,1,0,1/20,37.00,42.00,5.29
WACA Ground,0.3,0,3,0,0,,,,6.00
Warner Park,2.0,0,13,0,0,,,,6.50
Overall (17),44.2,1,239,4,0,1/2,59.75,66.50,5.39
