0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Afghanistan,17.3,1,66,4,0,2/29,16.50,26.25,3.77
Australia,51.2,0,309,7,0,2/54,44.14,44.00,6.02
Bangladesh,44.5,2,203,10,1,4/59,20.30,26.90,4.53
Canada,5.5,0,23,1,0,1/23,23.00,35.00,3.94
England,77.4,1,480,7,0,3/43,68.57,66.57,6.18
India,56.0,0,409,10,1,5/46,40.90,33.60,7.30
Ireland,17.0,0,99,4,0,3/54,24.75,25.50,5.82
New Zealand,82.3,1,489,12,0,3/51,40.75,41.25,5.93
South Africa,98.3,3,580,13,0,3/45,44.62,45.46,5.89
Sri Lanka,53.0,1,317,11,1,4/65,28.82,28.91,5.98
United Arab Emirates,10.0,1,54,2,0,2/54,27.00,30.00,5.40
West Indies,121.4,5,677,18,0,3/38,37.61,40.56,5.56
Zimbabwe,65.4,5,305,16,2,4/45,19.06,24.63,4.64
Overall (13),701.3,20,4011,115,5,5/46,34.88,36.60,5.72
