0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Arun Jaitley Stadium,1,0,0,0,0,0,0,0,,,1,1
Buffalo Park,1,1,1,0,0,0,34*,34,,154.55,1,0
Eden Gardens,3,3,0,0,0,1,3,6,2.00,50.00,0,1
Green Park,1,0,0,0,0,0,0,0,,,1,0
Kingsmead,1,1,0,0,0,0,3,3,3.00,100.00,1,1
Mangaung Oval,1,0,0,0,0,0,0,0,,,0,0
Nahar Singh Stadium,1,1,1,0,0,0,19*,19,,82.61,1,1
Nehru Stadium (Guwahati),1,0,0,0,0,0,0,0,,,0,0
Nehru Stadium (Indore),1,1,0,0,0,1,0,0,0.00,,1,1
Nehru Stadium (Pune),1,0,0,0,0,0,0,0,,,2,1
Punjab Cricket Association IS Bindra Stadium,1,1,0,0,0,0,2,2,2.00,33.33,2,0
R Premadasa Stadium,2,2,0,0,0,0,6,7,3.50,100.00,0,1
Sardar Patel Stadium,1,1,0,0,0,0,20,20,20.00,76.92,1,0
Sawai Mansingh Stadium,1,0,0,0,0,0,0,0,,,1,0
Sector 16 Stadium,1,0,0,0,0,0,0,0,,,0,0
Tyronne Fernando Stadium,1,1,0,0,0,0,27,27,27.00,180.00,0,0
Overall (16),19,12,2,0,0,2,34*,118,11.80,101.72,12,7
