0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Barabati Stadium,10.0,1,51,1,0,1/51,51.00,60.00,5.10
Gandhi Stadium,7.0,2,25,0,0,0/25,,,3.57
Headingley,9.0,0,37,0,0,0/37,,,4.11
Kennington Oval,11.0,1,48,0,0,0/48,,,4.36
Overall (4),37.0,4,161,1,0,1/51,161.00,222.00,4.35
