0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Kingsmead,2,2,1,0,0,0,9,11,11.00,78.57,1,0
Newlands,2,1,1,0,0,0,17*,17,,283.33,0,0
SuperSport Park,1,0,0,0,0,0,0,0,,,0,0
Wanderers Stadium,2,1,1,0,0,0,4*,4,,80.00,0,0
,,,,,,,,,,,,
