0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,Progressive,Progressive,Progressive
,,,,,,,,,,,
,Date,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Aggr,Avg,S/R
1,20/04/1998,India,Sharjah Cricket Stadium,did not bat,-,-,-,,0,,
2,21/04/1998,Australia,Sharjah Cricket Stadium,did not bat,-,-,-,,0,,
3,23/06/1998,India,R Premadasa Stadium,did not bat,-,-,-,,0,,
4,03/07/1998,India,Sinhalese Sports Club Ground,did not bat,-,-,-,,0,,
5,05/07/1998,Sri Lanka,Sinhalese Sports Club Ground,c H D P K Dharmasena b U D U Chandana,16,22,72.73,,16,16.00,72.73
6,26/10/1998,Sri Lanka,Bangabandhu National Stadium,not out,7*,12,58.33,,23,23.00,67.65
7,19/02/2000,Australia,Eden Park,not out,1*,3,33.33,,24,24.00,64.86
8,01/03/2000,Australia,McLean Park,did not bat,-,-,-,,24,24.00,64.86
9,03/03/2000,Australia,Eden Park,did not bat,-,-,-,,24,24.00,64.86
10,25/08/2000,South Africa,Kallang Ground,not out,12*,40,30.00,,36,36.00,46.75
11,09/10/2000,Zimbabwe,Gymkhana Club Ground,not out,0*,0,-,,36,36.00,46.75
12,11/10/2000,Pakistan,Gymkhana Club Ground,did not bat,-,-,-,,36,36.00,46.75
13,22/10/2000,South Africa,Willowmoore Park,did not bat,-,-,-,,36,36.00,46.75
14,07/01/2001,Zimbabwe,Eden Park,not out,7*,3,233.33,,43,43.00,53.75
15,20/05/2003,Pakistan,Rangiri Dambulla International Stadium,b Mohammad Sami,2,3,66.67,,45,22.50,54.22
No. of Innings Played = 7,No. of Innings Played = 7,No. of Innings Played = 7,No. of Innings Played = 7,No. of Innings Played = 7,No. of Innings Played = 7,No. of Innings Played = 7,No. of Innings Played = 7,No. of Innings Played = 7,No. of Innings Played = 7,,
