0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,6.0,0,35,1,0,1/35,35.00,36.00,5.83
Bellerive Oval,8.0,0,46,0,0,0/46,,,5.75
Boland Park,2.0,0,2,0,0,0/2,,,1.00
Buffalo Park,6.0,0,29,0,0,0/29,,,4.83
Diamond Oval,10.0,1,47,3,0,3/47,15.67,20.00,4.70
Eden Gardens,2.0,0,13,0,0,0/13,,,6.50
Eden Park,7.0,0,41,1,0,1/41,41.00,42.00,5.86
Gaddafi Stadium,23.3,0,105,7,1,4/44,15.00,20.14,4.47
Harare Sports Club,8.0,1,51,1,0,1/51,51.00,48.00,6.38
Iqbal Stadium,9.1,2,30,2,0,2/30,15.00,27.50,3.27
Kennington Oval,5.0,0,30,1,0,1/30,30.00,30.00,6.00
Kingsmead,25.0,0,132,3,0,2/27,44.00,50.00,5.28
M Chinnaswamy Stadium,10.0,0,64,2,0,2/64,32.00,30.00,6.40
MA Chidambaram Stadium,6.0,0,49,1,0,1/49,49.00,36.00,8.17
Mangaung Oval,22.0,2,89,1,0,1/33,89.00,132.00,4.05
McLean Park,12.0,0,63,1,0,1/33,63.00,72.00,5.25
Melbourne Cricket Ground,9.0,0,58,2,0,2/58,29.00,27.00,6.44
Multan Cricket Stadium,10.0,0,54,1,0,1/54,54.00,60.00,5.40
Newlands,5.0,0,33,0,0,0/33,,,6.60
Sawai Mansingh Stadium,8.0,0,59,1,0,1/59,59.00,48.00,7.38
Senwes Park,7.2,0,40,3,0,3/40,13.33,14.67,5.45
Sheikh Zayed Stadium,4.5,0,52,0,0,0/52,,,10.76
Shere Bangla National Stadium,14.0,2,50,4,1,4/29,12.50,21.00,3.57
St George's Park,19.0,0,117,2,0,1/25,58.50,57.00,6.16
SuperSport Park,36.0,2,215,5,0,3/20,43.00,43.20,5.97
Sydney Cricket Ground,7.0,0,47,0,0,0/47,,,6.71
WACA Ground,6.0,0,37,0,0,0/37,,,6.17
Wanderers Stadium,28.0,1,161,3,0,2/23,53.67,56.00,5.75
Westpac Stadium,5.0,0,21,0,0,,,,4.20
Willowmoore Park,16.2,1,99,3,0,2/35,33.00,32.67,6.06
Zahur Ahmed Chowdhury Stadium,8.2,1,30,2,0,2/30,15.00,25.00,3.60
Overall (31),345.3,13,1899,50,2,4/29,37.98,41.46,5.50
