0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Edgbaston,1,1,0,0,0,0,12,12,12.00,37.50,0,0
Kennington Oval,1,1,0,0,1,0,70,70,70.00,63.06,3,1
Overall (2),2,2,0,0,1,0,70,82,41.00,57.34,3,1
