0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,9.0,0,58,1,0,1/58,58.00,54.00,6.44
Brisbane Cricket Ground,9.0,0,55,0,0,0/55,,,6.11
County Ground (Bristol),6.0,0,24,1,0,1/24,24.00,36.00,4.00
Darren Sammy National Cricket Stadium,6.0,0,55,2,0,2/55,27.50,18.00,9.17
Edgbaston,29.0,1,151,5,1,4/33,30.20,34.80,5.21
Grange Cricket Club,10.0,0,71,1,0,1/71,71.00,60.00,7.10
Hagley Oval,8.0,0,26,1,0,1/26,26.00,48.00,3.25
Headingley,33.0,2,184,5,0,3/40,36.80,39.60,5.58
Kennington Oval,18.0,2,90,1,0,1/32,90.00,108.00,5.00
Kensington Oval,17.0,0,87,1,0,1/38,87.00,102.00,5.12
Lord's,42.1,2,223,8,0,3/46,27.88,31.63,5.29
Melbourne Cricket Ground,10.0,0,49,1,0,1/49,49.00,60.00,4.90
National Cricket Stadium (Grenada),10.0,0,60,4,1,4/60,15.00,15.00,6.00
Old Trafford,15.0,2,65,3,0,2/40,21.67,30.00,4.33
R Premadasa Stadium,8.0,0,55,0,0,0/55,,,6.88
Riverside Ground,28.0,1,143,5,0,3/34,28.60,33.60,5.11
Sophia Gardens,44.0,2,234,6,0,2/52,39.00,44.00,5.32
Sydney Cricket Ground,10.0,1,46,2,0,2/46,23.00,30.00,4.60
The Rose Bowl,46.4,0,242,6,0,3/18,40.33,46.67,5.19
The Village,5.0,0,25,1,0,1/25,25.00,30.00,5.00
Trent Bridge,53.0,0,341,6,0,2/53,56.83,53.00,6.43
University Oval,8.0,0,65,1,0,1/65,65.00,48.00,8.13
Westpac Stadium,6.0,0,36,0,0,0/36,,,6.00
Overall (23),430.5,13,2385,61,2,4/33,39.10,42.38,5.54
