0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
AMI Stadium,10.0,0,35,2,0,2/35,17.50,30.00,3.50
Antigua Recreation Ground,8.1,0,36,0,0,0/36,,,4.41
Arbab Niaz Stadium,8.0,0,24,1,0,1/24,24.00,48.00,3.00
Basin Reserve,9.0,1,48,1,0,1/48,48.00,54.00,5.33
Bourda,5.0,1,31,0,0,0/31,,,6.20
Eden Gardens,10.0,0,49,1,0,1/49,49.00,60.00,4.90
Eden Park,6.5,1,38,2,0,2/38,19.00,20.50,5.56
Gaddafi Stadium,32.0,0,141,5,0,3/30,28.20,38.40,4.41
Ibn-e-Qasim Bagh Stadium,9.0,1,22,1,0,1/22,22.00,54.00,2.44
Jinnah Stadium (Gujwranwala),10.0,0,49,3,0,3/49,16.33,20.00,4.90
Jinnah Stadium (Sialkot),8.0,1,29,2,0,2/29,14.50,24.00,3.63
Keenan Stadium,7.0,0,45,0,0,0/45,,,6.43
Lal Bahadur Shastri Stadium,9.0,0,51,1,0,1/51,51.00,54.00,5.67
National Stadium (Karachi),22.0,0,100,0,0,0/19,,,4.55
Nehru Stadium (Indore),10.0,2,28,1,0,1/28,28.00,60.00,2.80
Nehru Stadium (Pune),9.0,0,25,3,0,3/25,8.33,18.00,2.78
Niaz Stadium,9.0,1,37,2,0,2/37,18.50,27.00,4.11
Pindi Club Ground,9.4,0,42,2,0,2/42,21.00,29.00,4.34
Queen's Park Oval,9.0,0,58,1,0,1/58,58.00,54.00,6.44
Sabina Park,10.0,1,55,1,0,1/55,55.00,60.00,5.50
Seddon Park,8.0,1,26,0,0,0/26,,,3.25
Sharjah Cricket Stadium,52.0,1,224,8,0,3/37,28.00,39.00,4.31
Vidarbha Cricket Association Ground,6.0,0,31,1,0,1/31,31.00,36.00,5.17
WACA Ground,40.0,7,158,2,0,2/29,79.00,120.00,3.95
Overall (24),316.4,18,1382,40,0,3/25,34.55,47.50,4.36
