0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,10.0,1,34,2,0,2/34,17.00,30.00,3.40
Arun Jaitley Stadium,5.0,0,34,0,0,0/34,,,6.80
Brisbane Cricket Ground,20.0,0,55,6,1,4/30,9.17,20.00,2.75
Gandhi Sports Complex Ground,10.0,0,44,4,1,4/44,11.00,15.00,4.40
Ibn-e-Qasim Bagh Stadium,8.0,1,58,0,0,0/58,,,7.25
M Chinnaswamy Stadium,10.0,0,35,2,0,2/35,17.50,30.00,3.50
Melbourne Cricket Ground,28.0,1,97,4,0,3/32,24.25,42.00,3.46
Sardar Vallabhai Patel Stadium,10.0,1,40,1,0,1/40,40.00,60.00,4.00
Sydney Cricket Ground,21.0,0,105,1,0,1/59,105.00,126.00,5.00
WACA Ground,10.0,4,22,2,0,2/22,11.00,30.00,2.20
Overall (10),132.0,8,524,22,2,4/30,23.82,36.00,3.97
