0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,14.0,1,75,1,0,1/50,75.00,84.00,5.36
Second,7.0,0,31,0,0,0/31,,,4.43
Overall,21.0,1,106,1,0,1/50,106.00,126.00,5.05
